"","id","amount_tsh","installer","longitude","latitude","basin","region","ward","population","public_meeting","scheme_management","permit","construction_year","extraction_type","management","payment_type","water_quality","quantity","source","waterpoint_type","status_group","year_recorded"
"3819",19580,0,502,38.69462374,-10.24052686,8,8,1828,125,2,9,1,1988,10,8,3,8,1,4,7,3,"2013"
"3820",19582,0,434,33.46114771,-2.077117,5,10,1706,250,1,9,2,1978,4,4,7,7,1,3,3,3,"2013"
"3821",19587,5,434,37.27135565,-3.19620779,6,7,620,1,1,11,2,2007,4,10,6,7,2,7,2,3,"2013"
"3822",19590,0,434,39.03837826,-8.54015132,8,8,203,456,2,3,2,1979,10,2,3,5,2,8,7,3,"2013"
"3823",19612,0,1519,39.20486233,-7.6839855,7,15,994,1,2,9,2,1972,8,8,3,7,2,7,3,3,"2011"
"3824",19630,0,401,37.60156747,-3.24534529,6,7,589,1,2,1,2,1980,4,1,2,7,3,9,2,3,"2013"
"3825",19633,100,1233,34.10532726,-1.20607352,5,10,1266,380,2,6,1,1993,15,8,6,7,2,3,3,3,"2012"
"3826",19635,0,434,38.77321722,-4.9165637,6,21,1205,400,2,9,2,2006,9,8,3,5,2,8,5,3,"2011"
"3827",19642,2000,564,35.89136718,-7.72891098,7,4,406,30,2,9,2,1985,4,8,1,7,2,7,2,3,"2011"
"3828",19648,0,647,34.70764611,-1.7948239,5,10,961,800,2,9,2,1994,9,8,4,7,2,8,5,3,"2012"
"3829",19650,0,138,34.61384339,-1.46906548,5,10,1731,1000,2,3,2,2011,12,8,7,7,2,4,5,3,"2012"
"3830",19651,0,1398,34.87991105,-4.77048584,1,19,713,1,2,9,2,1980,10,8,7,8,1,8,7,3,"2013"
"3831",19656,500,1824,30.42479434,-5.50879649,4,16,1244,172,2,9,2,1983,10,8,2,7,2,4,5,3,"2013"
"3832",19661,0,881,38.13040529,-6.56755589,9,15,1983,150,2,9,1,2007,1,8,3,5,2,8,7,3,"2011"
"3833",19667,200,434,38.2028475,-4.5468616,6,21,1939,1,2,9,2,2002,4,8,2,7,2,9,2,3,"2011"
"3834",19669,0,38,36.9037891,-3.32932931,6,1,1005,120,2,9,2,2002,4,8,7,2,3,7,2,3,"2013"
"3835",19670,200,288,34.0478983,-9.33739922,2,4,85,0,2,12,1,1990,4,11,2,7,2,9,2,3,"2011"
"3836",19671,0,434,34.76098181,-8.81259384,7,4,2074,75,2,12,2,1978,4,11,4,7,1,7,2,3,"2011"
"3837",19676,0,192,39.55945552,-10.02149725,8,8,1954,250,2,3,2,2009,5,8,7,7,2,4,5,3,"2013"
"3838",19685,0,401,37.61112572,-3.2635263,6,7,1189,1,2,1,2,2000,4,1,2,7,3,9,2,3,"2013"
"3839",19705,0,434,31.82383546,-7.85823037,3,16,1407,350,2,9,2,1983,4,8,3,7,2,9,2,3,"2011"
"3840",19710,0,434,38.78222363,-5.15533733,6,21,981,300,2,9,1,1983,10,8,3,7,2,8,7,3,"2011"
"3841",19711,0,1640,38.95897433,-10.39786575,8,8,891,620,2,9,2,2012,10,8,3,7,2,4,3,3,"2013"
"3842",19718,50,1595,35.63277128,-7.68080782,7,4,791,1,2,9,2,2000,4,8,6,7,1,9,2,3,"2011"
"3843",19730,0,571,33.98820028,-1.72004574,5,10,1433,320,1,9,1,1983,4,8,7,7,2,3,3,3,"2012"
"3844",19731,0,434,37.48979152,-3.26408935,6,7,1075,1,1,9,2,1972,4,8,3,7,2,9,7,3,"2013"
"3845",19747,0,1398,34.8224215,-5.10417206,1,19,228,1,2,9,2,1990,10,8,7,7,3,8,7,3,"2013"
"3846",19751,0,1070,34.49704434,-1.54100169,5,10,741,830,2,13,2,1998,1,12,3,7,2,8,5,3,"2013"
"3847",19754,0,349,35.99853907,-10.72718357,8,17,1268,360,2,9,2,1983,4,8,4,7,4,7,2,3,"2013"
"3848",19756,0,1824,30.51858183,-5.60601083,4,16,1244,50,2,10,2,1985,10,9,3,7,2,2,5,3,"2013"
"3849",19759,0,434,36.11499112,-10.8853243,8,17,857,30,2,9,2,1986,4,8,4,7,1,7,2,3,"2013"
"3850",19762,0,501,39.78690248,-10.71800318,8,13,1571,350,2,9,2,1978,15,8,7,7,2,4,3,3,"2013"
"3851",19763,0,213,34.3976328,-4.40906511,1,19,2009,295,2,5,2,2004,4,4,3,7,4,6,2,3,"2013"
"3852",19772,0,434,39.25572527,-8.59458183,8,8,1250,367,2,3,2,1985,10,8,3,7,4,8,7,3,"2013"
"3853",19774,0,402,37.56261665,-3.5086633,6,7,668,430,2,13,1,1993,15,12,3,7,3,9,7,3,"2013"
"3854",19781,50,34,35.42732704,-4.22849934,1,9,20,240,2,11,2,2011,8,10,6,7,3,9,2,3,"2013"
"3855",19783,0,571,33.99590359,-1.85591685,5,10,1085,350,2,9,1,1975,4,8,7,7,2,3,3,3,"2012"
"3856",19797,0,571,33.98690752,-1.7222767,5,10,1433,320,1,9,1,1983,4,8,7,7,2,3,3,3,"2012"
"3857",19799,500,1269,35.7110638,-10.61259638,2,17,1296,0,1,4,2,2007,5,2,2,7,1,8,5,3,"2013"
"3858",19812,0,571,37.8020735,-10.08471818,8,8,1623,350,2,9,2,1972,7,8,3,7,1,7,2,3,"2013"
"3859",19813,0,746,39.50443655,-10.04384159,8,8,1954,400,2,3,2,2000,10,8,7,7,2,4,7,3,"2013"
"3860",19814,0,434,39.46287513,-9.48347536,8,8,726,1,2,3,2,1983,10,12,3,7,1,8,7,3,"2013"
"3861",19833,0,434,37.13371058,-4.07795427,6,9,1523,200,2,9,2,1996,4,8,7,7,2,9,7,3,"2013"
"3862",19836,0,228,37.6682769,-3.6488345,6,7,1362,240,2,9,1,1972,10,8,3,7,3,7,7,3,"2013"
"3863",19846,0,389,35.79474456,-8.79171267,7,12,1298,200,2,9,2,2002,4,8,3,7,3,7,2,3,"2011"
"3864",19854,200,1404,30.26154046,-4.05991932,4,6,282,1230,2,10,1,1995,1,8,2,7,2,4,5,3,"2013"
"3865",19860,0,228,37.65913954,-3.63235956,6,7,636,140,2,9,1,1972,4,8,3,7,3,7,2,3,"2013"
"3866",19861,20,387,37.39141091,-6.45186446,9,12,984,50,2,9,2,1984,15,8,6,7,2,4,2,3,"2011"
"3867",19864,0,434,33.55724684,-2.16422599,5,10,1597,400,2,13,1,1996,10,12,7,5,2,8,7,3,"2013"
"3868",19869,0,434,37.36406257,-3.28148687,6,7,2020,1,1,9,2,1978,4,8,3,7,3,9,2,3,"2013"
"3869",19870,600,434,29.73841705,-4.84764819,4,6,1314,200,2,13,2,2009,4,8,2,7,2,7,3,3,"2013"
"3870",19878,0,571,38.02046474,-9.56157959,8,8,1149,250,2,9,2,2006,9,8,7,7,1,8,5,3,"2013"
"3871",19883,0,859,37.59332662,-3.06356077,6,7,1984,1,2,1,2,2009,4,1,2,7,2,9,2,3,"2013"
"3872",19884,0,434,38.6886728,-6.82676289,9,15,1835,50,2,9,2,2004,10,8,3,7,2,7,5,3,"2011"
"3873",19896,0,434,35.01118708,-9.10724879,7,4,357,30,2,9,1,2001,4,8,3,7,2,9,3,3,"2011"
"3874",19898,0,1382,34.17019613,-1.20032794,5,10,772,6800,2,4,1,2010,4,8,3,7,2,1,3,3,"2012"
"3875",19902,0,434,31.04599807,-7.51850908,4,16,1540,1,1,9,1,1994,10,8,3,5,2,4,7,3,"2011"
"3876",19904,2000,911,37.85711047,-7.20722585,9,12,1449,250,2,9,2,2008,15,8,2,7,3,4,2,3,"2011"
"3877",19907,0,434,38.07614593,-4.9549703,6,21,1256,500,2,9,1,2003,10,8,3,5,3,8,7,3,"2011"
"3878",19909,0,429,38.43392315,-6.53065768,9,15,1948,800,2,9,1,1993,10,8,3,7,3,8,7,3,"2011"
"3879",19924,0,434,32.88937254,-1.93256642,5,14,366,150,2,3,2,1993,10,8,3,7,3,8,7,3,"2011"
"3880",19927,50,2057,36.42133564,-5.61979597,9,9,224,300,2,9,2,1972,10,8,6,5,4,4,7,3,"2013"
"3881",19941,0,1598,32.93264171,-1.99183047,5,14,1436,300,2,9,2,1974,10,8,3,7,3,3,3,3,"2011"
"3882",19948,0,434,39.25881384,-8.50237271,8,8,1967,1,2,9,2,2010,15,8,3,7,3,4,2,3,"2013"
"3883",19949,0,714,37.03262301,-7.65587217,7,12,1815,100,2,9,2,1982,10,8,3,7,2,8,7,3,"2011"
"3884",19950,500,1927,37.31361218,-11.11492742,8,17,1225,1,2,9,1,2000,16,8,2,7,3,4,5,3,"2013"
"3885",19952,0,571,34.91869773,-10.53916773,2,17,1802,80,2,9,2,1994,4,8,3,7,1,9,2,3,"2013"
"3886",19962,0,291,36.86382865,-3.3303189,6,1,1652,96,2,9,2,2002,4,8,7,7,3,9,2,3,"2013"
"3887",19966,0,434,39.24925635,-7.59928033,7,15,994,642,2,9,2,2009,4,8,3,7,1,9,2,3,"2011"
"3888",19973,0,1093,33.57939819,-2.12571166,5,10,123,1000,1,13,2,2008,5,12,7,5,2,4,5,3,"2013"
"3889",19977,0,1346,38.3756087,-6.70894783,9,15,149,1,2,9,2,2002,9,8,3,7,3,8,5,3,"2011"
"3890",19979,0,1566,35.0814195,-9.19006111,7,4,628,68,2,9,2,1994,4,8,3,7,1,7,2,3,"2011"
"3891",19988,0,571,35.12157682,-10.78742477,8,17,641,60,2,9,2,2002,4,8,7,7,1,9,2,3,"2013"
"3892",19997,100,434,35.29256588,-9.38758593,7,4,300,45,2,9,2,2007,4,8,6,7,1,9,2,3,"2011"
"3893",20003,0,1808,37.00246996,-10.75643052,8,17,1115,1,1,5,1,2011,14,4,3,7,3,4,5,3,"2013"
"3894",20006,0,1398,34.99098544,-4.58580247,1,19,348,1,2,9,2,1960,8,8,7,8,1,4,2,3,"2013"
"3895",20007,0,1897,30.90539348,-3.32761735,4,6,502,380,2,9,1,2005,9,8,7,7,2,8,5,3,"2013"
"3896",20010,20,571,37.86124083,-4.25300684,6,7,1503,210,2,10,2,1985,4,10,6,7,3,9,2,3,"2013"
"3897",20016,0,434,33.57285997,-2.16454296,5,10,123,450,2,13,1,1996,10,12,7,7,2,8,7,3,"2013"
"3898",20027,0,434,39.07365929,-5.22164611,6,21,1971,200,2,9,2,2004,10,8,3,7,2,8,7,3,"2011"
"3899",20031,50,500,38.17028471,-10.92231163,8,13,862,60,2,9,2,2005,10,8,6,5,2,8,7,3,"2013"
"3900",20032,0,118,39.0105385,-8.52476013,7,8,203,356,2,3,1,2010,10,8,3,7,2,8,7,3,"2013"
"3901",20036,30,2072,38.25394161,-5.75377895,6,21,1137,100,2,9,1,1970,15,8,6,7,3,7,3,3,"2011"
"3902",20039,4000,571,38.06665798,-4.38124143,6,7,1594,310,2,10,2,1988,4,8,1,7,2,7,2,3,"2013"
"3903",20041,0,37,36.98156181,-3.36343201,6,1,652,140,2,9,2,1999,4,8,7,7,3,7,2,3,"2013"
"3904",20052,0,1824,37.95632092,-4.44396721,6,7,725,80,2,10,2,2002,4,8,3,7,3,9,7,3,"2013"
"3905",20053,20,1252,37.34352441,-3.38362518,6,7,1778,44,2,10,2,2008,4,9,6,7,3,9,3,3,"2013"
"3906",20058,1000,434,31.31491176,-7.95931666,4,16,1908,1,2,9,1,1994,10,8,1,8,5,8,7,3,"2011"
"3907",20065,0,1535,39.16092903,-10.65975286,8,13,1320,340,2,9,1,1976,4,8,3,7,2,9,7,3,"2013"
"3908",20074,0,434,39.05588443,-5.02231118,6,21,952,1,2,9,2,1985,10,8,3,7,1,8,7,3,"2011"
"3909",20075,0,502,40.14506539,-10.31251405,8,13,1991,447,2,3,1,1980,9,8,3,5,3,8,5,3,"2013"
"3910",20081,0,434,36.11709373,-10.88114572,8,17,857,60,2,9,2,2012,4,8,3,7,4,7,2,3,"2013"
"3911",20082,0,434,36.37139984,-8.78333531,7,12,1394,1,2,3,2,1993,10,8,3,7,3,8,7,3,"2011"
"3912",20085,0,434,39.56035814,-9.16677097,8,8,1769,430,2,9,2,2007,15,8,3,5,3,4,3,3,"2013"
"3913",20089,50,434,38.7847132,-6.6435681,9,15,2064,1,2,10,2,1989,8,5,6,7,3,7,2,3,"2011"
"3914",20092,0,2,39.34511028,-6.83988211,9,2,1255,1,2,7,1,2000,15,3,3,7,1,4,7,3,"2013"
"3915",20097,0,434,36.67533614,-8.14156214,7,12,308,500,2,3,2,2007,15,8,3,7,3,4,2,3,"2011"
"3916",20100,0,944,38.94384331,-10.68136782,8,13,1344,1,2,9,2,1985,4,8,3,7,1,9,3,3,"2013"
"3917",20120,50,82,40.32196593,-10.46411091,8,13,1000,900,2,9,2,2008,15,8,6,5,2,4,3,3,"2013"
"3918",20122,0,1535,39.13008717,-10.57238528,8,13,175,280,2,9,1,1978,4,8,3,7,2,9,7,3,"2004"
"3919",20127,0,434,32.8897757,-2.01022906,5,14,1436,400,2,3,2,1997,10,8,3,7,3,8,7,3,"2011"
"3920",20128,0,1824,30.41998634,-5.61179557,4,16,1244,100,2,10,2,1983,10,9,3,7,2,4,5,3,"2013"
"3921",20129,0,402,37.65537206,-3.77501986,6,7,678,18,2,9,1,1991,4,8,3,7,3,9,7,3,"2013"
"3922",20130,0,405,35.87484512,-2.60260618,1,1,1781,200,2,5,2,2012,4,4,3,7,3,9,2,3,"2013"
"3923",20148,3000,434,30.26268252,-4.60602854,4,6,1968,520,2,10,1,2011,5,8,4,7,2,4,5,3,"2013"
"3924",20149,0,434,30.55532128,-7.05655361,4,16,478,1,1,9,1,1994,10,8,3,7,3,8,7,3,"2011"
"3925",20152,0,9,38.97492181,-5.42386316,6,21,1772,30,1,6,1,2008,10,5,3,5,3,8,7,3,"2011"
"3926",20158,0,202,30.89055514,-3.19779181,4,6,1418,210,2,9,1,2010,4,8,7,7,3,7,2,3,"2013"
"3927",20159,0,1338,31.5113785,-8.01317042,4,16,1110,450,2,9,2,1982,4,8,3,4,1,7,2,3,"2013"
"3928",20161,0,571,39.0408301,-5.10318965,6,21,1130,600,2,9,2,1980,10,8,3,7,1,8,7,3,"2011"
"3929",20172,600,1233,34.08395181,-1.11132488,5,10,1946,400,1,6,1,1985,15,8,2,7,2,3,3,3,"2012"
"3930",20182,0,396,30.97059976,-6.24689582,3,16,1338,500,2,9,2,1995,10,8,3,7,2,2,5,3,"2013"
"3931",20188,0,714,37.0454835,-7.69519875,7,12,1815,230,2,9,2,1996,16,8,3,5,2,8,5,3,"2011"
"3932",20198,0,434,38.95977599,-5.24727813,6,21,1621,120,2,9,2,2008,5,8,3,6,1,8,5,3,"2004"
"3933",20202,50,1730,35.67198362,-10.67129302,8,17,1121,0,1,4,2,2006,4,2,6,7,1,7,2,3,"2013"
"3934",20203,0,1398,34.89458362,-4.49407781,1,19,1412,1,2,9,2,1990,10,8,7,8,1,8,7,3,"2013"
"3935",20205,0,434,39.03320791,-8.54965789,8,8,203,285,2,3,2,1979,10,8,3,5,2,8,7,3,"2013"
"3936",20207,500,1598,29.67665482,-4.76245942,4,6,487,211,2,9,2,1985,4,8,2,7,3,7,3,3,"2013"
"3937",20211,0,508,37.8485304,-9.61461901,8,8,17,250,2,9,2,1981,10,8,7,7,1,8,7,3,"2013"
"3938",20235,0,434,33.06830589,-2.08877701,5,14,1536,300,2,9,2,2011,10,8,3,7,3,4,7,3,"2011"
"3939",20236,0,349,34.90443093,-11.15351752,2,17,1339,86,2,9,2,1995,4,8,7,7,1,9,2,3,"2013"
"3940",20240,0,434,36.36827656,-8.78479684,7,12,1394,1,2,3,2,1993,10,8,3,7,3,8,7,3,"2011"
"3941",20241,0,434,30.61900238,-7.36878911,4,16,724,1,1,3,1,1974,7,8,3,7,2,3,2,3,"2011"
"3942",20242,0,434,35.33931702,-10.58572094,8,17,872,300,2,9,2,2004,10,8,4,7,1,8,7,3,"2013"
"3943",20243,0,401,37.59774439,-3.21484755,6,7,1888,1,2,1,2,1977,4,1,2,7,2,9,2,3,"2013"
"3944",20246,0,571,33.98334149,-1.86107295,5,10,1085,320,1,9,1,1970,14,8,3,7,2,4,5,3,"2012"
"3945",20248,0,434,29.89781135,-4.85947068,4,6,1116,150,1,13,2,1984,4,8,7,7,2,7,3,3,"2013"
"3946",20252,20,746,39.96930636,-10.41119247,8,13,218,370,2,3,2,2006,10,8,6,7,2,4,7,3,"2013"
"3947",20263,0,434,31.25948755,-7.57814456,3,16,146,1,1,9,1,1986,4,8,3,7,2,7,2,3,"2011"
"3948",20265,0,1398,34.67699122,-5.1353467,1,19,340,1,2,9,2,1990,10,8,7,7,3,8,7,3,"2013"
"3949",20267,0,688,33.73965168,-1.61800727,5,10,1690,250,1,9,2,1998,1,8,7,7,3,2,5,3,"2012"
"3950",20268,200,2057,36.32895562,-5.51854856,9,9,1125,400,2,1,2,2003,10,1,6,7,3,4,7,3,"2013"
"3951",20276,0,434,38.08769929,-4.41857427,6,7,1594,200,2,10,2,2009,9,8,3,7,2,8,5,3,"2013"
"3952",20280,0,885,37.62085875,-3.64601111,6,7,1889,98,2,11,1,2002,4,10,3,7,3,7,2,3,"2013"
"3953",20297,0,434,36.68218722,-8.72644523,7,12,2057,1,2,3,2,1996,16,8,3,7,2,8,5,3,"2011"
"3954",20300,40,434,38.98203878,-5.34735073,6,21,962,30,1,6,1,1973,4,5,3,5,3,4,2,3,"2011"
"3955",20303,0,1398,36.43708808,-3.76149247,6,1,881,1,1,5,2,2000,4,4,3,7,3,9,2,3,"2013"
"3956",20316,0,1978,37.67932662,-3.71140163,6,7,734,80,2,12,1,1972,4,11,3,7,3,9,7,3,"2013"
"3957",20317,0,683,35.07879662,-5.32163345,1,19,1023,250,2,9,1,1974,8,8,7,7,2,4,3,3,"2013"
"3958",20323,0,434,39.10115748,-7.53815073,7,15,96,454,2,9,2,2005,10,8,3,7,3,8,7,3,"2011"
"3959",20325,500,647,34.71184002,-1.72999914,5,10,961,2000,2,9,2,1993,9,8,2,5,2,8,5,3,"2012"
"3960",20328,0,434,37.39823718,-3.34771562,6,7,693,1,1,9,2,1974,4,7,7,7,3,9,7,3,"2013"
"3961",20333,50,1762,36.93970423,-6.13499284,9,12,607,700,2,9,2,2009,16,8,6,5,2,8,5,3,"2011"
"3962",20345,0,349,34.64777091,-11.11360478,2,17,875,96,2,9,2,1992,4,8,7,7,1,9,2,3,"2013"
"3963",20347,0,1398,36.48244295,-3.13520954,1,1,1332,1,2,9,2,2010,4,8,4,7,3,9,2,3,"2013"
"3964",20350,0,434,36.67283421,-3.29799295,6,1,373,200,2,9,2,1990,4,8,3,7,2,9,2,3,"2013"
"3965",20351,0,683,34.95894979,-5.85157294,1,19,671,350,2,9,1,1974,8,8,7,7,2,4,3,3,"2013"
"3966",20352,0,571,37.58010068,-3.36395359,6,7,1510,1,2,12,2,1983,4,11,3,7,3,9,7,3,"2013"
"3967",20353,30,2096,34.21635695,-1.30485417,5,10,807,600,2,9,1,1980,15,8,6,5,2,4,3,3,"2012"
"3968",20369,0,2098,37.06791837,-6.14561898,9,12,24,350,2,9,2,2001,16,8,3,5,3,8,5,3,"2011"
"3969",20370,0,1398,35.94522819,-3.20264471,1,1,1872,1,1,9,2,1990,4,8,3,7,3,9,2,3,"2013"
"3970",20374,0,434,31.36793627,-7.85980461,4,16,717,1,1,9,1,1992,10,7,3,7,2,8,7,3,"2011"
"3971",20377,0,1311,35.28255641,-3.33772551,1,1,234,200,2,9,2,2003,4,8,3,7,3,9,2,3,"2013"
"3972",20378,0,213,34.62067846,-9.97212304,2,4,886,1,1,9,1,1984,4,8,3,7,1,9,2,3,"2011"
"3973",20382,0,1519,39.0595482,-7.62924328,7,15,96,1,2,9,2,1994,1,8,3,7,2,8,5,3,"2011"
"3974",20388,0,434,37.39838371,-3.27617553,6,7,1160,120,1,9,1,1963,4,8,7,7,3,9,7,3,"2013"
"3975",20390,20,434,37.31197479,-3.59647411,6,9,1376,150,2,9,2,1975,4,8,6,7,3,9,2,3,"2013"
"3976",20395,0,349,34.88378564,-11.02612543,2,17,1165,1,1,9,2,1995,4,8,7,7,1,9,7,3,"2013"
"3977",20399,0,2110,37.20963852,-5.53433371,6,9,855,1,2,9,2,2006,15,8,3,7,2,4,3,3,"2013"
"3978",20402,0,434,36.75223448,-8.08231281,7,12,602,800,2,3,2,2009,4,8,3,7,3,7,2,3,"2011"
"3979",20405,500,844,37.05927889,-6.86204832,9,12,953,520,2,9,2,2004,9,8,4,7,3,8,5,3,"2011"
"3980",20410,0,571,35.07766024,-10.79863499,8,17,641,60,2,9,2,2012,4,8,3,7,2,9,2,3,"2013"
"3981",20411,20,1252,37.29948087,-3.3473217,6,7,540,17,2,10,2,2008,4,9,6,7,3,9,2,3,"2013"
"3982",20413,0,596,37.60310494,-3.17830329,6,7,2031,1,2,1,2,2008,4,1,2,7,2,9,2,3,"2013"
"3983",20414,50,1359,34.02922847,-1.90080084,5,10,1719,450,2,13,2,1972,4,12,7,7,2,4,3,3,"2012"
"3984",20423,0,434,37.69309175,-5.8296454,9,21,690,1800,2,9,1,1989,16,8,3,5,4,8,5,3,"2011"
"3985",20424,0,1598,33.03308321,-2.01742885,5,14,1442,1500,2,9,2,1978,10,8,3,7,3,3,3,3,"2011"
"3986",20426,0,1398,35.95384217,-3.44447734,1,1,239,1,1,12,2,2000,7,11,3,7,3,9,2,3,"2013"
"3987",20428,0,2108,35.35678363,-4.06557413,1,9,223,1,2,9,2,2012,4,8,3,7,2,7,3,3,"2013"
"3988",20432,0,1398,34.48211379,-5.32891567,1,19,1527,1,2,9,2,2000,9,8,7,8,1,8,7,3,"2013"
"3989",20440,0,434,38.56063077,-9.78082925,8,8,1238,250,2,9,2,2000,9,8,7,5,1,8,5,3,"2013"
"3990",20442,0,1519,39.20660037,-7.68653002,7,15,994,1,2,9,2,1972,8,8,3,7,3,7,3,3,"2011"
"3991",20443,0,814,37.54944686,-6.46064117,9,12,1448,1,1,9,2,1993,15,8,3,7,2,4,2,3,"2011"
"3992",20444,0,387,37.33494044,-6.34104276,9,12,226,300,2,9,2,1980,10,8,3,5,3,8,7,3,"2011"
"3993",20449,20,2057,36.72729511,-4.65216441,1,9,1008,1,2,9,2,2005,15,8,6,5,2,4,2,3,"2013"
"3994",20461,0,434,30.95312557,-3.29068903,4,6,502,500,2,9,1,2010,4,2,7,7,2,9,2,3,"2013"
"3995",20468,0,434,36.51614941,-8.51968324,7,12,402,1,2,3,2,1985,4,8,3,7,1,7,2,3,"2011"
"3996",20475,0,401,37.60015522,-3.22150649,6,7,1888,1,2,1,2,1980,4,1,2,7,2,9,2,3,"2013"
"3997",20478,0,290,35.89567157,-8.95293645,7,12,2041,270,2,3,2,2005,16,8,3,7,3,8,5,3,"2011"
"3998",20479,0,1338,31.53976661,-8.06353122,4,16,1110,300,2,9,1,1981,4,8,3,7,1,7,2,3,"2013"
"3999",20491,0,1824,30.32556427,-5.69749504,4,16,1244,179,2,10,2,1984,10,9,3,7,2,4,5,3,"2013"
"4000",20493,0,1679,34.57673435,-1.39208199,5,10,1720,2000,2,9,2,1989,4,8,7,7,2,9,3,3,"2012"
"4001",20496,100,434,37.78901112,-7.06825868,9,12,751,580,2,9,2,1997,16,8,2,5,3,8,5,3,"2011"
"4002",20498,10,229,37.18944752,-3.24104918,6,7,1092,150,2,11,2,1999,4,10,6,7,2,9,2,3,"2013"
"4003",20501,0,434,38.95565948,-8.77571342,8,8,1641,230,2,3,2,1993,10,8,3,5,2,8,7,3,"2013"
"4004",20504,0,669,34.02946509,-1.7674043,5,10,1433,250,2,9,1,1991,10,8,7,7,2,8,7,3,"2012"
"4005",20505,0,571,37.55378937,-3.30109419,6,7,1043,1,2,12,2,1970,4,11,3,7,3,9,2,3,"2013"
"4006",20506,0,434,39.27383568,-8.60054487,8,8,1250,367,2,3,2,1985,10,8,3,7,2,8,7,3,"2013"
"4007",20512,5000,396,32.05390992,-6.71963079,3,16,391,550,2,9,2,1986,5,8,1,7,3,4,5,3,"2013"
"4008",20514,0,1598,37.29995671,-3.21513009,6,7,1747,1,1,9,2,1976,4,8,3,7,2,9,7,3,"2013"
"4009",20516,0,1598,36.92285415,-7.73622807,7,12,1857,10,2,9,2,1972,4,8,3,7,2,7,2,3,"2011"
"4010",20530,500,1453,34.5122999,-1.46248677,5,10,1124,1300,2,9,2,2006,10,8,2,7,2,7,3,3,"2012"
"4011",20531,30,434,38.23551353,-5.71195992,6,21,1137,250,2,9,1,2009,15,8,6,7,4,7,3,3,"2011"
"4012",20543,0,919,39.14444945,-7.15511859,9,15,1280,100,2,9,1,2004,10,8,3,7,1,8,7,3,"2011"
"4013",20547,0,291,36.96446208,-3.21718599,6,1,851,300,2,9,2,1978,4,8,7,7,2,9,2,3,"2013"
"4014",20550,50,1436,39.17594436,-8.14293746,7,15,202,1,2,9,2,2006,8,8,6,7,2,4,3,3,"2011"
"4015",20569,0,1824,30.86710932,-3.36873494,4,6,546,300,2,9,1,2007,5,8,7,7,2,4,5,3,"2013"
"4016",20578,0,1233,34.09349942,-1.20801775,5,10,1266,120,2,6,1,1993,15,8,7,7,2,3,3,3,"2012"
"4017",20583,0,396,30.71100192,-6.26542514,3,16,575,450,2,9,2,2008,5,8,3,7,3,4,5,3,"2013"
"4018",20585,0,647,34.33123278,-1.74924842,5,10,1798,200,2,4,2,1997,13,12,7,7,4,9,5,3,"2013"
"4019",20589,5000,396,32.4929443,-6.74958032,4,16,382,123,2,9,2,1988,5,8,1,7,3,4,5,3,"2013"
"4020",20590,0,571,34.08508744,-1.77328149,5,10,55,320,2,9,2,1977,4,8,7,5,3,4,3,3,"2012"
"4021",20592,50,434,37.87775913,-9.8695136,8,8,1216,350,2,9,2,1980,7,8,6,7,1,7,2,3,"2013"
"4022",20593,500,434,33.91307509,-2.00745359,5,10,1865,330,2,13,1,1985,14,12,2,5,3,8,5,3,"2012"
"4023",20595,0,1338,31.7082023,-8.03448612,3,16,1329,1230,1,9,2,1993,5,8,3,7,1,8,5,3,"2013"
"4024",20600,50,683,34.94290028,-6.24497994,7,19,1654,250,2,9,1,1972,8,8,6,7,2,4,3,3,"2013"
"4025",20602,0,1824,30.95370867,-2.88050429,4,6,1717,180,2,9,1,2007,5,8,7,7,3,4,5,3,"2013"
"4026",20604,0,1501,36.690859,-8.13650378,7,12,308,100,2,3,2,2004,16,8,3,7,3,8,5,3,"2011"
"4027",20609,0,434,31.08030024,-6.26962626,3,16,561,430,2,9,2,1993,10,8,3,7,2,2,7,3,"2011"
"4028",20610,500,1598,36.68823646,-8.13936054,7,12,308,300,2,3,2,1981,16,8,2,7,3,8,5,3,"2011"
"4029",20635,0,1482,34.37041579,-1.63194994,5,10,110,1000,2,13,2,2008,4,12,3,7,2,9,3,3,"2013"
"4030",20641,0,82,40.10383281,-10.55613954,8,13,159,300,2,9,2,2012,8,8,7,7,3,4,3,3,"2013"
"4031",20648,0,1398,34.51296545,-4.77572276,1,19,1877,1,2,9,2,1960,8,8,7,8,1,4,2,3,"2013"
"4032",20651,20,434,36.80739796,-3.48506648,6,1,1595,150,2,9,2,2009,4,8,6,7,3,9,2,3,"2013"
"4033",20657,0,859,37.59389625,-3.03202014,1,7,1567,1,2,1,2,2008,4,1,2,7,3,9,2,3,"2013"
"4034",20663,0,571,34.65580177,-10.70213434,2,17,1140,1,2,9,2,2013,4,8,7,7,1,9,2,3,"2013"
"4035",20669,0,434,39.24861115,-7.59889133,7,15,994,642,2,9,2,2009,4,8,3,7,3,9,2,3,"2011"
"4036",20679,0,1598,30.91669338,-2.94290861,4,6,1717,400,2,9,1,1988,4,8,7,7,2,9,3,3,"2013"
"4037",20680,0,1824,30.52974323,-5.72091079,4,16,1244,140,2,9,2,1983,10,8,3,7,2,4,5,3,"2013"
"4038",20685,250,1404,29.79964503,-4.52241132,4,6,1261,350,2,10,2,2001,4,10,2,7,2,7,3,3,"2013"
